tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
MA11-2a	MA11-2a_LP-DIR-T	MA11-2		mt	240.4	69.7	1	18	0	1.5	3.5	869	823	K		hargrave 2022-08-23 13:09:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-2a	MA11-2a_LP-DIR-T	MA11-2		mt	240.4	69.7	1	18	100	1.5	3.5	869	823	K		hargrave 2022-08-23 13:09:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-2a	MA11-2a_LP-DIR-T	MA11-2		mt	49.8	74.9	1	18	-1	1.5	3.5	869	823	K		hargrave 2022-08-23 13:09:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		mt	258.8	47.1	2	4	100	26.3	4.4	849	842	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		ht	305.7	-39.6	2	3	100	56.0	7.8	856	849	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		mt	258.8	47.1	2	4	0	26.3	4.4	849	842	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		ht	305.7	-39.6	2	3	0	56.0	7.8	856	849	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		mt	58.6	49.9	2	4	-1	26.3	4.4	849	842	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-3a		MA11-3																	This study	LP-NOMAG				Adirondacks	MA11
MA11-3a	MA11-3a_LP-DIR-T	MA11-3		ht	96.7	-40.3	2	3	-1	56.0	7.8	856	849	K		hargrave 2022-08-23 13:10:43	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		ht	104.0	-66.3	2	9	-1	1.9	4.7	869	845	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		ht	309.3	-64.2	2	9	0	1.9	4.7	869	845	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		mt	274.4	60.3	2	6	-1	168.8	6.9	836	823	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		mt	117.7	59.3	2	6	0	168.8	6.9	836	823	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		ht	309.3	-64.2	2	9	100	1.9	4.7	869	845	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-4a	MA11-4a_LP-DIR-T	MA11-4		mt	117.7	59.3	2	6	100	168.8	6.9	836	823	K		hargrave 2022-08-23 13:12:12	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-4a		MA11-4																	This study	LP-NOMAG				Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		mt	138.0	79.1	2	10	0	6.6	1.5	842	813	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-5a		MA11-5																	This study	LP-NOMAG				Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		mt	138.0	79.1	2	10	100	6.6	1.5	842	813	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		ht	313.6	-49.5	2	9	0	7.4	18.0	869	845	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		ht	93.9	-50.5	2	9	-1	7.4	18.0	869	845	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		ht	313.6	-49.5	2	9	100	7.4	18.0	869	845	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-5a	MA11-5a_LP-DIR-T	MA11-5		mt	249.9	78.9	2	10	-1	6.6	1.5	842	813	K		hargrave 2022-08-23 13:13:39	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-6a	MA11-6a_LP-DIR-T	MA11-6		ht	295.6	-70.7	1	13	0	0.0	2.2	869	836	K		hargrave 2022-08-23 13:15:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA11
MA11-6a	MA11-6a_LP-DIR-T	MA11-6		ht	295.6	-70.7	1	13	100	0.0	2.2	869	836	K		hargrave 2022-08-23 13:15:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA11
MA11-6a		MA11-6																	This study	LP-NOMAG				Adirondacks	MA11
MA11-6a	MA11-6a_LP-DIR-T	MA11-6		ht	60.7	-67.7	1	13	-1	0.0	2.2	869	836	K		hargrave 2022-08-23 13:15:09	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		ht	91.2	-72.8	2	12	-1	0.0	3.2	869	838	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		mt	220.1	74.5	2	28	-1	160.1	9.6	836	273	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		ht	301.0	-70.0	2	12	0	0.0	3.2	869	838	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		mt	79.5	79.9	2	28	0	160.1	9.6	836	273	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-7a		MA11-7																	This study	LP-NOMAG				Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		ht	301.0	-70.0	2	12	100	0.0	3.2	869	838	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA11
MA11-7a	MA11-7a_LP-DIR-T	MA11-7		mt	79.5	79.9	2	28	100	160.1	9.6	836	273	K		hargrave 2022-08-23 13:16:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		mt	191.3	27.6	2	23	-1	111.9	5.3	823	273	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		mt	14.8	43.3	2	23	0	111.9	5.3	823	273	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		ht	306.6	-62.5	2	11	0	0.0	4.8	869	840	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		mt	14.8	43.3	2	23	100	111.9	5.3	823	273	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		ht	306.6	-62.5	2	11	100	0.0	4.8	869	840	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA11
MA11-8a	MA11-8a_LP-DIR-T	MA11-8		ht	92.1	-67.9	2	11	-1	0.0	4.8	869	840	K		hargrave 2022-08-23 13:20:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA11
MA11-8a		MA11-8																	This study	LP-NOMAG				Adirondacks	MA11
MA11-9a		MA11-9																	This study	LP-NOMAG				Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		ht	301.6	-70.2	2	9	100	0.0	2.3	856	836	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		ht	301.6	-70.2	2	9	0	0.0	2.3	856	836	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		mt	127.4	69.2	2	6	0	171.6	4.6	833	813	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		ht	85.1	-72.4	2	9	-1	0.0	2.3	856	836	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		mt	127.4	69.2	2	6	100	171.6	4.6	833	813	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA11
MA11-9a	MA11-9a_LP-DIR-T	MA11-9		mt	272.3	72.7	2	6	-1	171.6	4.6	833	813	K		hargrave 2022-08-23 13:22:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA11
MA12-1a		MA12-1																	This study	LP-NOMAG				Adirondacks	MA12
MA12-2a		MA12-2																	This study	LP-NOMAG				Adirondacks	MA12
MA12-3a		MA12-3																	This study	LP-NOMAG				Adirondacks	MA12
MA12-4a		MA12-4																	This study	LP-NOMAG				Adirondacks	MA12
MA12-4a	MA12-4a_LP-DIR-T	MA12-4		mt	312.7	-52.6	1	24	-1	4.0	3.7	905	828	K		hargrave 2022-09-13 16:29:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA12
MA12-4a	MA12-4a_LP-DIR-T	MA12-4		mt	289.6	-63.4	1	24	0	4.0	3.7	905	828	K		hargrave 2022-09-13 16:29:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA12
MA12-4a	MA12-4a_LP-DIR-T	MA12-4		mt	289.6	-63.4	1	24	100	4.0	3.7	905	828	K		hargrave 2022-09-13 16:29:33	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA12
MA12-5a		MA12-5																	This study	LP-NOMAG				Adirondacks	MA12
MA12-6a	MA12-6a_LP-DIR-T	MA12-6		mt	123.8	48.8	1	6	100	20.5	7.1	830	798	K		hargrave 2022-07-31 13:50:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA12
MA12-6a		MA12-6																	This study	LP-NOMAG				Adirondacks	MA12
MA12-6a	MA12-6a_LP-DIR-T	MA12-6		mt	68.5	61.8	1	6	-1	20.5	7.1	830	798	K		hargrave 2022-07-31 13:50:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA12
MA12-6a	MA12-6a_LP-DIR-T	MA12-6		mt	123.8	48.8	1	6	0	20.5	7.1	830	798	K		hargrave 2022-07-31 13:50:20	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA12
MA12-7a		MA12-7																	This study	LP-NOMAG				Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		mt	114.9	13.5	2	6	0	4.0	3.3	830	783	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		lt	31.2	43.1	2	3	0	31.5	9.3	398	273	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		mt	114.9	13.5	2	6	100	4.0	3.3	830	783	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		lt	31.2	43.1	2	3	100	31.5	9.3	398	273	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		mt	56.0	32.7	2	6	-1	4.0	3.3	830	783	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA12
MA12-8a	MA12-8a_LP-DIR-T	MA12-8		lt	289.5	61.6	2	3	-1	31.5	9.3	398	273	K		hargrave 2022-07-31 13:52:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA12
MA12-8a		MA12-8																	This study	LP-NOMAG				Adirondacks	MA12
MA13-1a		MA13-1																	This study	LP-NOMAG				Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		lt	264.4	60.9	2	14	-1	123.3	7.3	673	273	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		mt	333.6	-61.5	2	9	-1	0.0	0.7	840	798	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		lt	24.7	47.3	2	14	0	123.3	7.3	673	273	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		mt	301.5	-74.2	2	9	0	0.0	0.7	840	798	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		lt	24.7	47.3	2	14	100	123.3	7.3	673	273	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-1a	MA13-1a_LP-DIR-T	MA13-1		mt	301.5	-74.2	2	9	100	0.0	0.7	840	798	K		hargrave 2022-10-26 11:51:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		mt	343.5	-77.6	2	7	100	0.0	0.9	840	818	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		lt	29.9	41.0	2	16	100	110.5	7.5	723	273	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		mt	343.5	-77.6	2	7	0	0.0	0.9	840	818	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		lt	29.9	41.0	2	16	0	110.5	7.5	723	273	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		mt	343.4	-41.6	2	7	-1	0.0	0.9	840	818	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-2a		MA13-2																	This study	LP-NOMAG				Adirondacks	MA13
MA13-2a	MA13-2a_LP-DIR-T	MA13-2		lt	262.7	62.1	2	16	-1	110.5	7.5	723	273	K		hargrave 2022-10-26 11:53:30	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		mt	353.9	-83.0	2	7	100	0.0	1.9	840	818	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-3a		MA13-3																	This study	LP-NOMAG				Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		lt	253.9	52.6	2	4	-1	89.9	18.6	423	273	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		mt	353.0	-37.5	2	7	-1	0.0	1.9	840	818	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		lt	355.8	41.0	2	4	0	89.9	18.6	423	273	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		mt	353.9	-83.0	2	7	0	0.0	1.9	840	818	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-3a	MA13-3a_LP-DIR-T	MA13-3		lt	355.8	41.0	2	4	100	89.9	18.6	423	273	K		hargrave 2022-10-26 11:55:00	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		mt	344.8	-78.1	2	3	0	0.0	1.2	840	834	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		lt	22.7	38.8	2	14	100	95.9	4.7	673	273	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		lt	22.7	38.8	2	14	0	95.9	4.7	673	273	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		mt	344.8	-78.1	2	3	100	0.0	1.2	840	834	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		lt	284.6	69.8	2	14	-1	95.9	4.7	673	273	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA13
MA13-4a		MA13-4																	This study	LP-NOMAG				Adirondacks	MA13
MA13-4a	MA13-4a_LP-DIR-T	MA13-4		mt	346.0	-40.8	2	3	-1	0.0	1.2	840	834	K		hargrave 2022-10-26 11:56:35	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-5a		MA13-5																	This study	LP-NOMAG				Adirondacks	MA13
MA13-5a	MA13-5a_LP-DIR-T	MA13-5		lt	288.8	70.2	1	8	-1	6.5	2.9	523	273	K		hargrave 2022-10-15 16:29:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR	g			Adirondacks	MA13
MA13-5a	MA13-5a_LP-DIR-T	MA13-5		lt	22.1	47.8	1	8	0	6.5	2.9	523	273	K		hargrave 2022-10-15 16:29:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-GEO	g			Adirondacks	MA13
MA13-5a	MA13-5a_LP-DIR-T	MA13-5		lt	22.1	47.8	1	8	100	6.5	2.9	523	273	K		hargrave 2022-10-15 16:29:21	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-6a	MA13-6a_LP-DIR-T	MA13-6		mt	197.4	51.1	1	11	-1	0.0	3.6	723	473	K		hargrave 2022-10-05 12:36:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-6a	MA13-6a_LP-DIR-T	MA13-6		mt	313.9	78.9	1	11	100	0.0	3.6	723	473	K		hargrave 2022-10-05 12:36:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-6a		MA13-6																	This study	LP-NOMAG				Adirondacks	MA13
MA13-6a	MA13-6a_LP-DIR-T	MA13-6		mt	313.9	78.9	1	11	0	0.0	3.6	723	473	K		hargrave 2022-10-05 12:36:11	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-7a	MA13-7a_LP-DIR-T	MA13-7		mt	210.6	43.8	1	12	-1	0.0	5.9	743	473	K		hargrave 2022-10-05 18:23:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Adirondacks	MA13
MA13-7a	MA13-7a_LP-DIR-T	MA13-7		mt	316.6	64.0	1	12	0	0.0	5.9	743	473	K		hargrave 2022-10-05 18:23:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
MA13-7a	MA13-7a_LP-DIR-T	MA13-7		mt	316.6	64.0	1	12	100	0.0	5.9	743	473	K		hargrave 2022-10-05 18:23:34	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-7a		MA13-7																	This study	LP-NOMAG				Adirondacks	MA13
MA13-8a		MA13-8																	This study	LP-NOMAG				Adirondacks	MA13
MA13-8a	MA13-8a_LP-DIR-T	MA13-8		mt	346.5	50.7	2	11	100	0.0	11.8	723	473	K		hargrave 2022-10-05 12:39:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Adirondacks	MA13
MA13-8a	MA13-8a_LP-DIR-T	MA13-8		lt	353.9	58.5	2	3	100	6.3	5.3	398	273	K		hargrave 2022-10-05 12:39:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL:DA-DIR-TILT	g			Adirondacks	MA13
MA13-8a	MA13-8a_LP-DIR-T	MA13-8		mt	346.5	50.7	2	11	0	0.0	11.8	723	473	K		hargrave 2022-10-05 12:39:54	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Adirondacks	MA13
